id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken
2766,,Self Enquiry,1,540秒,Small Business,Ｆｅｍａｌｅ,3.0,3.0,Βasic,4.0,2,0,2,Executive,,離婚済み 自家用車なし 子供2人,0
2767,26歳,Self Enquiry,3,12分,Small Business,male,2.0,5.0,basic,4.0,年に2回,0,4,Executive,338580.0,未婚/車所持/子供1人,0
2768,２７歳,Self Enquiry,1,7分,Small Business,ＦＥＭＡＬＥ,3.0,4.0,Basic,4.0,年に1回,0,4,Executive,262725.0,離婚済み 車所持 子供2人,0
2769,36歳,Self Enquiry,1,27分,Small Business,MALE,2.0,4.0,deluxe,4.0,3,0,3,Senior Manager,334290.0,結婚済み/車所持/子供1人,0
2770,58歳,Self Enquiry,1,660秒,Large Business,Male,3.0,4.0,standard,4.0,2,0,4,Senior Manager,481545.0,"結婚済み
車保有
こども2人",0
2771,31歳,Self Enquiry,1,14分,Large Business,Male,2.0,4.0,Basic,4.0,2,0,4,Senior Manager,346740.0,独身　自家用車あり　子供1人,0
2772,34歳,Self Enquiry,1,540秒,Small Business,Male,3.0,4.0,Standard,5.0,3,0,4,Senior Manager,394530.0,結婚済み 自家用車なし 子供有り 2人,0
2773,54歳,Self Enquiry,1,15分,Small Business,Fe Male,2.0,4.0,Standard,4.0,2,0,3,Senior Manager,425670.0,未婚 自家用車あり 子供1人,0
2774,48歳,Self Enquiry,1,15分,Large Business,Ｍａｌｅ,2.0,4.0,Basic,4.0,1,0,4,Executive,280050.0,離婚済み／乗用車所持／子供1人,0
2775,44歳,Self Enquiry,1,540秒,Large Business,male,3.0,4.0,super deluxe,5.0,6,0,3,AVP,445620.0,独身、車所持、子供有り 2人,0
2776,51際,Self Enquiry,1,9分,Small Business,Male,3.0,4.0,Basic,5.0,5,0,3,Executive,361905.0,"結婚済み,自動車所有,子供2人",0
2777,36才,Self Enquiry,1,8分,Large Business,Female,2.0,4.0,Basic,5.0,1,0,4,Executive,266535.0,結婚済み、車あり、子供1人,0
2778,26歳,Self Enquiry,1,1020秒,Small Business,Male,2.0,4.0,Standard,4.0,1,0,4,Senior Manager,月収35.0万円,結婚済み／車所持／子供1人,0
2779,51歳,Self Enquiry,1,9分,Small Business,male,3.0,4.0,Basic,5.0,3,0,3,Executive,352695.0,未婚、車所持、子供2人,0
2780,26歳,Self Enquiry,1,9分,Salaried,Male,3.0,4.0,Super Deluxe,4.0,年に2回,0,3,AVP,525690.0,結婚済み、自動車所有、子育て状況不明,0
2781,46才,Company Invited,3,780秒,Small Business,Fe Male,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,367995.0,未婚／自家用車なし／こども1人,0
2782,50歳,Company Invited,3,13分,Large Business,Fe Male,1.0,4.0,Standard,4.0,1,0,1,Senior Manager,386160.0,未婚、自動車所有、子供なし,0
2783,37歳,Company Invited,2,20分,Salaried,Male,2.0,4.0,Deluxe,4.0,1,0,2,Manαger,342390.0,"離婚済み,自動車所有,こども1人",0
2784,５４歳,Company Invited,2,8分,Salaried,Fe Male,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,356580.0,未婚　自動車所有　子供1人,0
2785,51際,Company Invited,3,13分,Small Business,Female,1.0,4.0,Deluxe,4.0,7,0,1,Manager,364875.0,未婚、自動車所有、子供なし,0
2786,３２歳,Company Invited,1,12分,Salaried,Fe Male,2.0,4.0,Standard,4.0,1,0,3,Senior Manager,365580.0,未婚、自動車所有、子供1人,0
2787,40代,Self Enquiry,1,420秒,Salaried,Male,3.0,4.0,KING,5.0,3,0,5,VP,500325.0,離婚済み	自動車所有	子供2人,0
2788,48歳,Company Invited,1,9分,Salaried,MALE,2.0,4.0,Super Deluxe,4.0,7,0,3,Executive,479115.0,離婚済み、車未所持、こども1人,0
2789,57歳,Self Enquiry,1,9分,Salaried,Fe Male,3.0,4.0,Standard,4.0,年に6回,0,3,Senior Manager,358605.0,未婚／乗用車所持／こども2人,0
2790,48歳,Company Invited,1,13分,Salaried,Female,3.0,4.0,Standard,4.0,2,0,3,Senior Manager,月収40.0万円,独身、自動車所有、子供2人,0
2791,60歳,Company Invited,1,33分,Large Business,male,3.0,4.0,Super Deluxe,5.0,5,1,3,AVP,562860.0,結婚済み/車所持/子供2人,0
2792,３０代,Company Invited,2,27分,Salaried,Ｍａｌｅ,2.0,4.0,Deluxe,4.0,1,0,4,Executive,296100.0,"独身,車未所持,子供1人",0
2793,44歳,Self Enquiry,1,660秒,Salaried,MALE,3.0,5.0,Kiոg,5.0,3,0,4,VP,567525.0,結婚済み、車未所持、子育て状況不明,0
2794,50歳,Self Enquiry,1,960秒,Small Business,female,2.0,4.0,Standard,5.0,5,0,4,Senior Manage𝙧,317595.0,未婚 車未所持 子供1人,0
2795,40代,Self Enquiry,1,13分,Large Business,Ｍａｌｅ,1.0,4.0,Standard,4.0,1,0,5,Senior Manager,345330.0,未婚/自動車所有/子供なし,0
2796,31歳,Self Enquiry,1,15分,Large Business,Female,1.0,4.0,Βasıc,4.0,2,0,3,Executive,345060.0,離婚済み、自動車未所有、子供なし,1
2797,35歳,Self Enquiry,2,18分,Small Business,male,2.0,4.0,standard,4.0,4,1,2,Senior Manager,394860.0,独身 車未所持 子供1人,0
2798,40代,Company Invited,3,16分,Small Business,Ｍａｌｅ,2.0,4.0,standard,4.0,2,1,1,Senior Manager,468840.0,離婚済み、車未所持、子供1人,0
2799,34歳,Company Invited,1,,Small Business,Female,2.0,4.0,Deluxe,4.0,1,0,2,Manager,301335.0,独身 車あり 子供1人,0
2800,36歳,Self Enquiry,1,480秒,Small Business,FEMALE,2.0,4.0,Standar𝔡,5.0,7,0,2,Senior Manager,464130.0,独身/車未所持/こども1人,0
2801,60歳,Self Enquiry,1,660秒,Small Business,Male,2.0,4.0,Super Deluxe,4.0,年に5回,0,2,AVP,572265.0,"離婚済み,車所持,子供1人",0
2802,56歳,Self Enquiry,1,7分,Salaried,Ｆｅｍａｌｅ,2.0,4.0,Standard,4.0,5,0,1,Senior Manager,月収40.0万円,"離婚済み、車未所持,子供1人",0
2803,36歳,Company Invited,1,8分,Small Business,female,2.0,4.0,super deluxe,5.0,2,0,1,Manager,月収45.0万円,結婚済み、車未所持、1児,0
2804,四十八歳,Self Enquiry,1,360秒,Salaried,Female,2.0,4.0,standard,4.0,2,0,5,Senior Manager,330105.0,未婚、自家用車なし、こども1人,0
2805,36歳,Company Invited,1,420秒,Salaried,Fe Male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,365355.0,未婚、車保有、こども1人,0
2806,39歳,Self Enquiry,3,660秒,Salaried,Male,2.0,4.0,Standard,3.0,2,0,1,Senior Manager,394005.0,離婚済み 自家用車なし 子供無し,0
2807,33歳,Self Enquiry,1,540秒,Large Business,female,1.0,4.0,Standard,4.0,1,1,2,Senior Manager,月収39.0万円,結婚済み　自動車所有 子供なし,0
2808,40代,Self Enquiry,1,900秒,Salaried,MALE,3.0,3.0,Deluxe,3.0,5,0,4,Manager,315495.0,結婚済み 車未所持 子供1人,0
2809,56才,Company Invited,1,9分,Salaried,ＭＡＬＥ,3.0,3.0,Deluxe,3.0,3,0,1,Manager,335205.0,"独身、車所持,子供2人",0
2810,五十歳,Company Invited,3,7分,Salaried,male,3.0,4.0,Super Deluxe,4.0,5,0,1,AVＰ,432105.0,離婚済み 車所持 子供1人,0
2811,52歳,Self Enquiry,1,17分,Small Business,Male,4.0,4.0,Deluxe,3.0,年に7回,0,3,Manager,355125.0,結婚済み　自家用車なし　子供なし,0
2812,40歳,Self Enquiry,2,34分,Small Business,Female,3.0,4.0,DELUXE,3.0,3,0,3,Manager,355290.0,未婚、車所持、1児,0
2813,34歳,Self Enquiry,2,6分,Small Business,male,3.0,3.0,Standard,3.0,2,0,5,Senior Manager,375150.0,結婚済み／車所持／1児,0
2814,３５歳,Self Enquiry,2,720秒,Small Business,female,3.0,3.0,Deluxe,3.0,年に2回,0,4,Manager,332010.0,未婚 車未所持 こども1人,0
2815,31歳,Self Enquiry,2,33分,Small Business,female,3.0,3.0,Deluxe,3.0,3,0,4,Manager,367485.0,結婚済み/車未所持/子供1人,0
2816,52歳,Self Enquiry,2,480秒,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,3,Manager,月収30.0万円,"離婚済み,車未所持,子供1人",0
2817,30歳,Self Enquiry,2,30分,Small Business,Male,3.0,3.0,Deluxe,4.0,3,0,3,Manager,314730.0,結婚済み/自動車所有/1児,0
2818,２７歳,Self Enquiry,2,9分,Small Business,Female,3.0,3.0,BASIС,4.0,2,0,3,Executive,269070.0,離婚済み、車所持、子供1人,0
2819,36才,Self Enquiry,2,25分,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,4,Manager,339645.0,結婚済み／車保有なし／子供有り(1人),0
2820,54歳,Self Enquiry,2,10分,Small Business,Ｍａｌｅ,3.0,4.0,Deluxe,3.0,1,0,4,Manager,,結婚済み/自動車所有/子供1人,0
2821,27歳,Self Enquiry,2,16分,Small Business,male,3.0,4.0,basic,3.0,2,0,4,Executive,357510.0,"結婚済み,車未所持,子供有り(2人)",0
2822,20歳,Self Enquiry,2,900秒,Small Business,female,3.0,4.0,Basic,3.0,3,0,4,Executive,313815.0,離婚済み	車所持	こども1人,1
2823,37歳,Self Enquiry,2,7分,Salaried,Ｆｅｍａｌｅ,3.0,3.0,Deluxe,3.0,5,0,4,Manager,337860.0,結婚済み　乗用車なし　子供1人,0
2824,42歳,Self Enquiry,2,13分,Salaried,ｍａｌｅ,3.0,3.0,Deluxe,3.0,1,0,4,Manager,月収33.0万円,結婚済み、車所持、子供1人,0
2825,30歳,Self Enquiry,2,25分,Salaried,Female,3.0,3.0,DELUXE,4.0,年に3回,1,4,Manager,362850.0,未婚　自家用車なし 子供有り(1人),1
2826,３７歳,Self Enquiry,1,19分,Small Business,Male,3.0,4.0,Basic,4.0,5,0,3,Executive,273015.0,結婚済み	自動車未所有	子供2人,0
2827,51歳,Self Enquiry,1,31分,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,3,Manager,371370.0,"結婚済み,車保有なし,子供1人",0
2828,42歳,Self Enquiry,1,14分,Small Business,male,3.0,3.0,Super Deluxe,4.0,1,0,3,AVP,504540.0,離婚済み、車所持、こども2人,0
2829,31歳,Self Enquiry,1,1440秒,Small Business,female,3.0,3.0,Deluxe,3.0,2,0,3,Manager,300225.0,独身 車所持 子供1人,0
2830,35歳,Company Invited,2,34分,Small Business,Male,3.0,3.0,DELUXE,3.0,2,0,4,Manager,341880.0,結婚済み 車なし 1児,0
2831,21歳,Company Invited,2,,Small Business,Ｆｅｍａｌｅ,1.0,5.0,Basic,4.0,3,0,3,Executive,251775.0,"独身,自家用車あり,子供なし",1
2832,44歳,Self Enquiry,2,11分,Small Business,Male,2.0,5.0,Standard,4.0,2,0,4,Senior Manager,406980.0,結婚済み/乗用車所持/子供1人,0
2833,40才,Self Enquiry,2,1620秒,Small Business,Ｆｅｍａｌｅ,2.0,5.0,Basic,4.0,2,0,3,Executive,月収40.0万円,結婚済み、乗用車所持、子供1人,0
2834,30代,Self Enquiry,2,,Small Business,female,3.0,5.0,Deluxe,5.0,3,0,3,Manager,月収30.0万円,結婚済み/車未所持／2児,0
2835,28歳,Self Enquiry,2,11分,Small Business,Male,2.0,5.0,Basic,4.0,3,0,4,Exеcｕtivе,311565.0,未婚 車保有なし 子供有り 1人,0
2836,35歳,Company Invited,3,8分,Small Business,Female,2.0,5.0,Deluxe,5.0,3,0,4,Manager,369705.0,未婚/車なし/子供1人,0
2837,37歳,Self Enquiry,2,2160秒,Salaried,Ｆｅｍａｌｅ,3.0,2.0,Deluxe,3.0,6,0,3,Manager,345300.0,"結婚済み、自動車未所有,子供1人",0
2838,56歳,Self Enquiry,2,8分,Salaried,Female,3.0,,Deluxe,3.0,1,0,3,Manager,356835.0,"未婚,自家用車あり,こども1人",0
2839,34歳,Self Enquiry,3,,Small Business,Male,2.0,5.0,Basic,4.0,年に3回,0,2,Executive,324900.0,独身、車未所持、こども1人,0
2840,30代,Company Invited,1,1980秒,Small Business,Male,3.0,2.0,Deluxe,3.0,3,0,3,Manager,月収35.0万円,結婚済み　車保有　子供1人,0
2841,49歳,Self Enquiry,1,1440秒,Salaried,female,3.0,300.0,Deluxe,3.0,2,0,3,Manager,348840.0,結婚済み、自動車未所有、子供1人,0
2842,41歳,Company Invited,1,1980秒,Salaried,Female,3.0,3.0,Deluxe,3.0,2,0,3,Manager,310290.0,結婚済み／車未所持／こども1人,0
2843,,Company Invited,1,15分,Salaried,FEMALE,3.0,3.0,Deluxe,3.0,年に1回,0,4,Mαnαger,,結婚済み／車所持／子供1人,0
2844,38才,Self Enquiry,1,13分,Salaried,Male,3.0,4.0,Deluxe,3.0,3,0,4,Manager,月収30.0万円,"未婚,自動車未所有,子供有り(1人)",0
2845,37歳,Self Enquiry,1,14分,Salaried,male,3.0,3.0,Basic,3.0,5,0,3,Executive,月収35.0万円,離婚済み/車未所持/子供有り(1人),0
2846,49歳,Company Invited,3,780秒,Salaried,MALE,3.0,5.0,Standard,4.0,5,0,4,Senior Manager,378615.0,未婚、車所持、子供2人,0
2847,20代,Self Enquiry,2,11分,Salaried,male,2.0,5.0,STANDARD,4.0,2,0,4,Senior Manager,月収40.0万円,結婚済み／車所持／子供1人,0
2848,20代,Company Invited,1,17分,Small Business,Male,3.0,3.0,Basic,3.0,2,1,4,Exеcutivе,253125.0,"結婚済み,車未所持、子供1人",0
2849,43歳,Company Invited,1,15分,Small Business,female,3.0,3.0,super deluxe,4.0,3,0,5,AVP,564240.0,離婚済み	車所持	子供2人,0
2850,29歳,Self Enquiry,1,15分,Salaried,female,3.0,3.0,Deluxe,3.0,2,1,4,Manager,月収35.0万円,結婚済み 車所持 こども1人,0
2851,53歳,Self Enquiry,1,840秒,Salaried,Male,3.0,3.0,KING,4.0,6,0,5,VP,575250.0,結婚済み、車所持、子供2人,0
2852,５９歳,Self Enquiry,1,1860秒,Small Business,Female,2.0,5.0,SUPER DELUXE,4.0,6,0,1,AVP,465645.0,未婚、車保有なし、子供1人,0
2853,20歳,Self Enquiry,1,16分,Small Business,Female,2.0,5.0,Basic,4.0,年に3回,0,3,Executive,318060.0,独身、自動車未所有、こども1人,0
2854,27歳,Self Enquiry,1,600秒,Large Business,Male,3.0,5.0,Basic,4.0,2,0,4,Executive,347280.0,結婚済み 自動車未所有 子供2人,0
2855,41歳,Company Invited,1,9分,Small Business,Fe Male,2.0,5.0,Standard,4.0,2,0,3,Senior Manager,455970.0,未婚 自動車未所有 子供1人,0
2856,２５歳,Self Enquiry,1,8分,Small Business,female,3.0,5.0,Basic,5.0,3,0,3,Executive,309915.0,離婚済み 車保有 子供2人,0
2857,36歳,Company Invited,1,,Large Business,Male,3.0,5.0,Basic,4.0,3,0,4,Executive,307020.0,"離婚済み、自家用車なし,子供2人",0
2858,33歳,Company Invited,2,,Small Business,female,2.0,5.0,Deluxe,4.0,5,0,4,Manager,月収30.0万円,結婚済み/車なし/子供1人,0
2859,五十三歳,Self Enquiry,1,600秒,Salaried,Male,3.0,5.0,Standard,4.0,1,0,3,Senior Manager,月収34.0万円,"未婚,乗用車所持,2児",0
2860,54歳,Company Invited,2,15分,Large Business,MALE,2.0,4.0,standard,4.0,2,0,3,Senior Manager,月収40.0万円,結婚済み/車未所持/子供1人,0
2861,35歳,Self Enquiry,2,15分,Small Business,Male,2.0,4.0,Basic,4.0,5,1,3,Executive,261270.0,"結婚済み,自動車未所有,子供1人",1
2862,３２才,Company Invited,3,12分,Salaried,Female,3.0,6.0,Basic,4.0,4,1,3,Executive,317820.0,独身 自動車未所有 2児,1
2863,51歳,Self Enquiry,1,14分,Large Business,ｍａｌｅ,4.0,4.0,Basic,3.0,年に5回,0,4,Executive,月収35.0万円,離婚済み 車未所持 子供1人,0
2864,三十八歳,Self Enquiry,2,22分,Small Business,Male,2.0,1.0,Deluxe,4.0,2,0,2,Manager,267015.0,結婚済み、車所持、子供1人,0
2865,三十六歳,Self Enquiry,2,9分,Small Business,Male,4.0,4.0,Basic,3.0,5,0,3,Executive,353745.0,結婚済み 車未所持 1児,0
2866,44歳,Self Enquiry,1,13分,Small Business,Male,2.0,3.0,basic,4.0,7,0,2,Executive,261240.0,離婚済み、自動車所有、子供有り 1人,1
2867,57歳,Company Invited,1,10分,Small Business,female,2.0,3.0,Super Deluxe,5.0,4,0,2,AVP,574155.0,結婚済み、車未所持、子供ゼロ,0
2868,36歳,Company Invited,1,18分,Small Business,Fe Male,4.0,,Deluxe,3.0,3,0,4,Manager,月収30.0万円,結婚済み、乗用車なし、子供1人,0
2869,34歳,Self Enquiry,1,12分,Small Business,Female,4.0,4.0,Basic,3.0,5,0,4,Executive,312855.0,離婚済み 自動車未所有 子供有り 1人,0
2870,29際,Self Enquiry,1,960秒,Small Business,male,4.0,4.0,Basic,3.0,3,0,3,Executive,311910.0,離婚済み 車所持　こども1人,0
2871,30歳,Self Enquiry,2,24分,Salaried,female,2.0,1.0,Basic,4.0,6,0,4,Executive,251280.0,"結婚済み
車所持
子供有り(1人)",0
2872,23歳,Self Enquiry,2,480秒,Small Business,Fe Male,2.0,1.0,deluxe,4.0,1,1,4,Manager,352215.0,未婚／自動車未所有／こども1人,0
2873,32歳,Self Enquiry,1,540秒,Small Business,Female,2.0,3.0,Basic,4.0,年に2回,0,3,Executive,271065.0,結婚済み、乗用車所持、子供1人,0
2874,20代,Self Enquiry,1,900秒,Large Business,male,2.0,1.0,Basic,4.0,2,0,4,Executive,月収26.0万円,結婚済み、自動車所有、子供1人,0
2875,41才,Self Enquiry,1,8分,Salaried,Female,2.0,3.0,deluxe,3.0,3,1,3,Manager,365835.0,結婚済み　自動車未所有　こども1人,0
2876,38歳,Self Enquiry,1,960秒,Salaried,female,4.0,2.0,Deluxe,3.0,年に3回,0,4,Manager,361950.0,結婚済み、乗用車所持、子供1人,0
2877,38歳,Company Invited,2,15分,Salaried,Ｆｅｍａｌｅ,2.0,3.0,Deluxe,4.0,5,0,2,Manager,309435.0,結婚済み 自家用車なし 子供1人,0
2878,57歳,Company Invited,3,30分,Small Business,female,2.0,3.0,SUPER DΕLUXE,4.0,2,0,2,AVP,399960.0,離婚済み、車未所持、こども1人,0
2879,33歳,Company Invited,3,,Salaried,Male,2.0,3.0,Deluxe,5.0,1,0,2,Manager,,独身、自動車所有、こども1人,0
2880,33才,Self Enquiry,2,32分,Salaried,Male,2.0,3.0,Deluxe,4.0,4,0,1,Manager,333285.0,結婚済み、車未所持、こども1人,0
2881,50歳,Company Invited,3,13分,Large Business,Male,3.0,3.0,Standard,4.0,2,0,1,Senior Manager,367065.0,結婚済み／自動車所有／子供2人,0
2882,29歳,Self Enquiry,3,13分,Large Business,Female,3.0,3.0,Standard,4.0,年に2回,0,2,Senior Manager,月収40.0万円,"未婚、自動車未所有,こども2人",0
2883,40歳,Company Invited,2,16分,Small Business,Female,3.0,3.0,Standard,4.0,2,0,2,Senior Manager,345810.0,"結婚済み,自動車未所有,子供2人",1
2884,41際,Company Invited,2,11分,Small Business,Male,2.0,3.0,Standa𝘳d,4.0,2,0,2,Senior Manager,351660.0,"離婚済み,自動車未所有,子供1人",0
2885,55歳,Self Enquiry,2,780秒,Small Business,female,3.0,3.0,Standard,4.0,2,0,1,Senior Manager,460710.0,離婚済み、自動車所有、子供2人,0
2886,３３歳,Company Invited,2,,Small Business,Male,2.0,3.0,Deluxe,4.0,2,0,2,Manager,305385.0,結婚済み、自家用車あり、こども1人,0
2887,５７歳,Company Invited,2,7分,Salaried,Male,3.0,4.0,Standard,4.0,7,0,1,Senior Manager,360810.0,離婚済み、自家用車なし、子供2人,0
2888,34歳,Self Enquiry,3,21分,Small Business,female,2.0,3.0,STANDARD,4.0,7,0,2,Senior Manager,月収36.0万円,離婚済み、車所持、こども1人,0
2889,31才,Company Invited,2,12分,Small Business,Female,2.0,3.0,Deluxe,4.0,7,0,2,Manager,276165.0,離婚済み 車未所持 子供1人,1
2890,33歳,Self Enquiry,2,14分,Salaried,male,3.0,3.0,STANDARD,4.0,5,0,2,Senior Manager,418470.0,結婚済み 車未所持 子供2人,0
2891,41歳,Company Invited,3,11分,Salaried,Ｆｅ　Ｍａｌｅ,3.0,3.0,Standard,4.0,2,0,1,Senior Manager,340995.0,未婚 自動車未所有 子供2人,0
2892,37歳,Company Invited,3,18分,Small Business,Male,2.0,3.0,Standard,4.0,2,0,2,Senior Manager,412785.0,未婚、車所持、子供1人,0
2893,36才,Self Enquiry,2,30分,Small Business,Male,2.0,3.0,Super Deluxe,4.0,2,0,2,AVP,月収40.0万円,未婚/自家用車なし/1児,0
2894,53歳,Company Invited,2,13分,Small Business,Ｆｅｍａｌｅ,3.0,3.0,standard,4.0,年に2回,1,1,Senior Manager,393075.0,結婚済み 車未所持 子供2人,0
2895,38才,Self Enquiry,2,9分,Small Business,Ｆｅｍａｌｅ,3.0,3.0,Basic,5.0,5,1,2,Executive,263940.0,独身、自動車所有、子供2人,0
2896,33歳,Company Invited,2,540秒,Salaried,Male,2.0,3.0,Deluxe,4.0,1,1,1,Manager,263070.0,離婚済み、車所持、こども1人,0
2897,５０代,Company Invited,2,13分,Large Business,FEMALE,2.0,3.0,Standard,4.0,5,1,2,Senior Manager,395460.0,結婚済み、車未所持、こども1人,0
2898,34歳,Self Enquiry,1,420秒,Salaried,Male,2.0,3.0,Standard,4.0,1,0,2,Senior Manager,346410.0,結婚済み、自動車所有、子供1人,0
2899,40歳,Self Enquiry,1,12分,Small Business,Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,359430.0,未婚	車保有	こども1人,0
2900,三十五歳,Company Invited,1,8分,Salaried,male,3.0,3.0,STANDARD,4.0,2,0,2,Senior Manager,272220.0,未婚、車所持、こども2人,0
2901,30代,Self Enquiry,1,8分,Small Business,Male,3.0,4.0,Basic,4.0,3,0,2,Executive,344190.0,離婚済み　車なし　こども2人,0
2902,30歳,Company Invited,1,1260秒,Salaried,male,2.0,3.0,Basic,4.0,7,0,2,Senior Manager,352710.0,未婚　車未所持 こども1人,0
2903,22歳,Self Enquiry,1,27分,Small Business,Female,2.0,3.0,Basic,4.0,2,0,2,Executive,305640.0,"独身、車未所持,子供1人",0
2904,55歳,Self Enquiry,1,900秒,Salaried,Male,3.0,3.0,Standard,4.0,2,0,2,Senior Manager,371505.0,未婚　自動車所有　子供2人,0
2905,３２歳,Company Invited,1,420秒,Small Business,Male,3.0,4.0,Basic,4.0,年に2回,0,2,Senior Manager,318510.0,未婚	車未所持	子供有り 2人,0
2906,36歳,Company Invited,1,18分,Salaried,Male,2.0,3.0,DELUXE,4.0,年に3回,0,1,Manager,月収33.0万円,離婚済み 自家用車あり 子供1人,0
2907,３７歳,Self Enquiry,1,480秒,Salaried,Male,3.0,3.0,Standard,5.0,1,0,2,Senior Manager,月収40.0万円,結婚済み／乗用車なし/子供2人,0
2908,29歳,Company Invited,1,960秒,Salaried,Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,465585.0,離婚済み／自動車所有／こども1人,0
